title,location,posted_on,deadline,details,institute,link,keyword
Research Scientist Position with AIST (Specially Appointed Position) - 【Information Technology and Human Factors】ITH-36,Japan,3 April 2025,31 Mar 2026 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project The National Institute of Advanced Industrial Science and Technology (AIST), one of the largest public research organizations in Japan, focuses on the creation and practical...",JREC-IN Portal,/jobs/332196,Computational_Neuroscience
Assistant Professor in Design,Hong Kong,1 April 2025,28 Aug 2025 - 00:00 (UTC),"With over 85 years of rich heritage, The Hong Kong Polytechnic University (PolyU) has evolved alongside society and made pivotal contributions to the development of Hong Kong, the Nation and the world. The University pursues world-class excellence in education, research and knowledge transfer to...",Times Higher Education,/jobs/331308,Computational_Neuroscience
Post-doctoral researcher at the Computational Clinical Imaging Group,Portugal,21 March 2025,31 Dec 2025 - 05:00 (Europe/Lisbon),"Offer Description:Champalimaud Foundation (Fundação D. Anna de Sommer Champalimaud e Dr. Carlos Montez Champalimaud), a private, non-profit research institution in Lisbon, Portugal, is looking for a post-doctoral researcher to join our team at the Champalimaud Research Program. The selected...",Champalimaud Foundation,/jobs/327984,Computational_Neuroscience
Research Scientist or Postdoctoral Researcher Position (W24352) (Brain Image Analysis Unit),Japan,20 March 2025,17 Mar 2026 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project [Outline of Laboratory] The Brain Image Analysis Unit is at the forefront of applying advanced machine learning techniques, particularly deep-learning, to enhance brain...",JREC-IN Portal,/jobs/327395,Computational_Neuroscience
Seeking Research Scientist or Postdoctoral Researcher (W24340) (Laboratory for Motor Circuit Plasticity),Japan,6 March 2025,20 Feb 2026 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Outline of Laboratory Neurocircuit mechanisms of motor control The Laboratory of Motor circuit plasticity (PI: Aya Takeoka) at RIKEN Center for Brain Science is seeking an...,JREC-IN Portal,/jobs/322964,Computational_Neuroscience
"Seeking Postdoctoral Researcher, Research Scientist or Senior Research Scientist (W24328)(Quantum Mathematical Science Team(scheduled to be established on April 1, 2025))",Japan,6 March 2025,28 Feb 2026 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project RIKEN has established the ""Transformative Research Innovation Platform of RIKEN Platforms (TRIP).” As one of the foundations of TRIP, RIKEN Quantum, a RIKEN cross...",JREC-IN Portal,/jobs/323002,Computational_Neuroscience
Seeking a few Research Scientists or Postdoctoral Researchers (W24327) (Biophenomena Engineering RIKEN ECL Research Team),Japan,20 February 2025,12 Feb 2026 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project [Outline of Laboratory] The Biophenomena Engineering RIKEN ECL Research Team aims to establish novel therapeutics for hard-to-treat diseases by investigating the wealth of...,JREC-IN Portal,/jobs/318904,Computational_Neuroscience
"Seeking a Senior Research Scientist, Research Scientist, Postdoctoral Researcher, Research Associate, Senior Technical Scientist or Technical Scientist (Y24060)(Laboratory for Large-Scale Biomedical Data Technology)",Japan,19 December 2024,12 Dec 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Because of rapid improvements in sequencing technologies, many types of transcriptomic, genomic and epigenomic data have been generated and also made publicly available. Such...",JREC-IN Portal,/jobs/302387,Computational_Neuroscience
Seeking Research Scientist or Postdoctoral Researcher (K24068) (Laboratory for multimodal AI framework),Japan,21 November 2024,13 Nov 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project [Outline of Laboratory] The Center for Biosystems Dynamics Research (BDR) views the functions of molecules, cells, and organs that support all life stages of organisms as a...",JREC-IN Portal,/jobs/292798,Computational_Neuroscience
AIOps empowered by Knowledge Graphs,Czech Republic,28 July 2025,26 Oct 2025 - 23:59 (Europe/Brussels),"There are many organizations today that use complex software systems to support their business operations. Modern systems involve a large number of integrated services that run across several backends connected via multiple layers of middleware. When an incident occurs, the complexity of the systems...",Czech Technical University in Prague,/jobs/364764,Neural_Engineering
Learning while searching in symbolic planners,Czech Republic,28 July 2025,26 Oct 2025 - 23:59 (Europe/Brussels),"The symbolic search in large state spaces is one of the foundational problems in AI. The modern solvers typically use some variant of tree search algorithm with a strong heuristic function. Not surprisingly, the heuristic function is nowadays frequently realized by neural networks. The problem is...",Czech Technical University in Prague,/jobs/364738,Neural_Engineering
Research Studentships (Master Students) - (BL179/2025-IST-ID),Portugal,28 July 2025,4 Aug 2025 - 23:59 (Europe/Lisbon),"Applications are open for 1 Research Studentship, within the framework of project/R&D institution MINOTAUR/CERENA, MINOTAUR - 101178775 - IST-ID, financed by the European Union’s Horizon Europe Research and Innovation Programme under the Grant Agreement No.101178775Workplan: The present research......",Associação do Instituto Superior Técnico para a Investigação e Desenvolvimento _IST-ID,/jobs/364703,Neural_Engineering
Postdoctoral Project Researcher - Horizon Europe project IDEAL (Inclusive Democratic Engagement and Language Technologies in Europe),Spain,28 July 2025,31 Aug 2025 - 23:59 (Europe/Madrid),Postdoctoral position to carry our research and development in the areas of (i) multilingual text simplification for citizens with language comprehension challenges and (ii) multilingual and multicultural machine translation relying on state-of-the-art deep neural models and architectures (LLMs)...,Universitat Pompeu Fabra - Department / School of Engineering,/jobs/364658,Neural_Engineering
"Engineering-technical position – FIRST TEAM FENG project, Department of Medicinal Chemistry IP PAS",Poland,28 July 2025,14 Aug 2025 - 23:59 (Europe/Warsaw),"Maj Institute of Pharmacology Polish Academy of Sciences announces competition for an engineering-technical position under the FIRST TEAM FENG project, No. FENG.02.02-IP.05-0039/23, entitled: „GenProSyn – an innovative generative approach to enumeration of easy-to-synthesize ligands with optimized...",Institute of Pharmacology Polish Academy of Sciences,/jobs/364666,Neural_Engineering
PhD thesis (M/F): Investigating the gut microbiota-brain axis in honeybees,France,26 July 2025,15 Aug 2025 - 23:59 (UTC),"The position is funded by the ERC Starting Grant project Micro-Cog, led by Dr. Amélie Cabirol. The recruited candidate will join the InterACT team at the Center for Research on Animal Cognition (CRCA), located on the campus of Université Toulouse III. The CRCA includes seven research teams...",CNRS - National Center for Scientific Research,/jobs/364551,Neural_Engineering
PhD offer (M/F) : Scalable molecular programs for DNA computing,France,26 July 2025,15 Aug 2025 - 23:59 (UTC),"The successful candidate will be based at the IEMN (Institute of Electronics, Microelectronics and Nanotechnology UMR8520) in Villeneuve d'Ascq (University of Lille and CNRS), joining the BioMEMS group, an interdisciplinary team of around ten permanent researchers supported by eight PhD students and...",CNRS - National Center for Scientific Research,/jobs/364553,Neural_Engineering
2023.15364.TENURE.002 - Artificial Intelligence and Point Cloud Applications,Portugal,25 July 2025,8 Sep 2025 - 23:59 (Europe/Lisbon),"The Executive Board of BUILT CoLAB approved the decision to open an international selection competition for one (1) doctorate position, in exclusive dedication, for the exercise of Research and Development in the form of an open-ended individual employment contract under the “Código do Trabalho”...",BUILT CoLAB,/jobs/364398,Neural_Engineering
2025-2026_1_190 - A contract for a senior support technician for tasks on the FUSIGEMAP project (PID2022-139248NBI00).,Spain,25 July 2025,2 Sep 2025 - 23:55 (Europe/Madrid),"Support in research and development tasks on the FUSIGEMAP project, in particular goals PR1–4.PI: Dr. Alberto Ortiz Rodríguez Funding body: Ministerio de Ciencia e Innovación (MICINN) Institution: Universitat de les Illes Balears (UIB) / University of the Balearic Islands (UIB)",Universitat de les Illes Balears,/jobs/364351,Neural_Engineering
044/BI/2025 - Fellowship for Bachelors,Portugal,25 July 2025,8 Aug 2025 - 23:59 (Europe/Lisbon),Instituto de Tecnologia Química e Biológica António Xavier – ITQB NOVAApplication for a Bachelor Fellowshipwithin the ICV7721Applications are invited for a Bachelor Fellowship in the scope of the project entitled “Exploring hiPSC-derived models to tackle neuroinflammation in Mucopolysaccharidosis...,Instituto de Tecnologia Química e Biológica António Xavier ITQB NOVA,/jobs/364296,Neural_Engineering
PhD/Postdoc position at the Institute of Neuroscience Université Catholique de Louvain  Identification of VNS response,Belgium,7 July 2025,31 Aug 2025 - 08:00 (Europe/Brussels),"Vagus nerve stimulation is an add-on treatment for patients with refractory epilepsy. Despite its well-established use in clinical practice, mechanisms of action remain poorly understood and only one third of implanted patients respond to the treatment. This project aims to improve VNS therapy by...",UCL-Institute of NeuroScience,/jobs/358952,Neural_Engineering
Post-Doctoral Associate in the Division of Engineering - Dr. Muhammad Umar Niazi,United Arab Emirates,7 July 2025,6 Aug 2025 - 00:00 (UTC),Description The Division of Engineering at New York University Abu Dhabi seeks to recruit a motivated post-doctoral associate with a strong background in control systems and machine learning to join the research team of Prof. M. Umar B. Niazi. The position focuses on the development of digital twins...,Times Higher Education,/jobs/358875,Neural_Engineering
One or more Postdoc positions at the Center for Neuroplasticity and Pain (CNAP),Denmark,5 July 2025,1 Sep 2025 - 21:59 (UTC),"One or more Postdoc positions at the Center for Neuroplasticity and Pain (CNAP)Are you enthusiastic about human pain research? The Center for Neuroplasticity and Pain (CNAP) at Aalborg University is recruiting one or more postdoctoral researchers, to start 1st of November 2025 or soon thereafter...",Aalborg Universitet,/jobs/358559,Neural_Engineering
PhD in Developing an EEG-based neural model of human working memory (1.0 FTE),Netherlands,4 July 2025,17 Aug 2025 - 22:00 (UTC),"Human cognition is highly adaptive and can reason flexibly with new information. A crucial element for this is our working memory: a quick, reliable, and flexible system to maintain information temporarily, as needed, when needed. The goal of this project is to advance the understanding of how...",University of Groningen via AcademicTransfer,/jobs/358210,Neural_Engineering
Doctoral student in Neuromorphic Computing in Memristors,Sweden,3 July 2025,28 Aug 2025 - 23:00 (Europe/Stockholm),"As part of the Marie Curie ITN project REACT, KTH will focus on developing a memristor-based neuromorphic architecture, with particular emphasis on the BCPNN model pioneered at KTH. Other neuromorphic models will also be investigated. The PhD candidate will contribute to enhancing an existing...",Kungliga Tekniska högskolan,/jobs/358133,Neural_Engineering
PhD position: Zero-power network pervasive intelligence (ANT MSCA Doctoral Network project),Italy,2 July 2025,31 Aug 2025 - 00:00 (UTC),"The Embedded and Networked Things (ENT-Lab) Group at the University of Trento, Italy, is currently seeking a PhD candidate to join the MSCA Doctoral Network (DN) project ANT. The proposed research will be on the intersection of the following topics: Energy Harvesting and Intermittent Computing...",HiPEAC,/jobs/357472,Neural_Engineering
PostDoc Fellowship: Robotic and Electrical Stimulation Platform for Integral Neuromuscular Enhancement (RE-SPINE),Netherlands,2 July 2025,21 Aug 2025 - 21:59 (UTC),Motor recovery after neuromuscular injuries is often sub-optimal. These limitations largely stem from current rehabilitation technologies operating with limited knowledge of pathology-specific neuromuscular characteristics and their response to prescribed treatments. Based on the technologies...,AcademicTransfer,/jobs/357429,Neural_Engineering
Optimized Traffic Scheduling for AI Acceleration // Optimized Traffic Scheduling for AI Acceleration,France,2 July 2025,14 Sep 2025 - 22:00 (UTC),"Le Laboratoire d'Informatique de l'Université d'Avignon (LIA), Avignon, France, propose un poste de doctorant sur le thème « Optimized Traffic Scheduling for AI Acceleration » dans le cadre du projet ANR Net4AI (Network acceleration for Generative AI). La thèse se concentre sur le développement de...",ABG  - Association Bernard Gregory,/jobs/357481,Neural_Engineering
Nine-month postdoctoral position in visual computational neuroscience,France,1 July 2025,30 Sep 2025 - 21:59 (UTC),"RESEARCHER PROFILE: Postdoc / R2: PhD holders |RESEARCH FIELD(S)1: BiologyMAIN SUB RESEARCH FIELD OR DISCIPLINES1: EngineeringJOB /OFFER DESCRIPTION This position is part of the ECOPOL project funded by the Agence Nationale de la Recherche (ANR) and the Agence Innovation Défense (AID), involving the...",Academic Positions,/jobs/357184,Neural_Engineering
PhD on Neuromorphic-photonics-assisted front-end for edge computing – SpikeHERO project,Netherlands,28 June 2025,10 Aug 2025 - 21:59 (UTC),"The Photonic Neural Network Lab, together with the High Capacity Optical Transmission Lab’s in the Electro-Optics Communication (ECO) group at Eindhoven University of Technology (TU/e) are recruiting a PhD candidate to research novel neuromorphic-photonics-assisted front-ends for edge computing.The...",AcademicTransfer,/jobs/356496,Neural_Engineering
Research Fellow - Senior Bioinformatician in Spatial Biology,United Kingdom,26 July 2025,24 Aug 2025 - 00:00 (UTC),"About Us The Faculty of Life Sciences & Medicine brings together disciplinary strengths in biomedical sciences, clinical research and public health to improve human health. Our faculty encompasses world-class departments (from neuroscience and structural molecular biology to infectious diseases and...",Times Higher Education,/jobs/364528,Computational_Neuroscience
Junior Professor Chair in Neuroscience (tenure track position ),France,25 July 2025,30 Sep 2025 - 16:00 (Europe/Paris),"Université PSL is launching a call for applications for a Junior Professor Chair in Life Sciences entitled “Neurosciences”, to be based at the Institut de Biologie de l'École Normale Supérieure (IBENS), Université Paris Sciences et Lettres. This is a tenure track position with a reduced teaching...",Université PSL,/jobs/364435,Computational_Neuroscience
Postdoctoral Researcher in Microscope Development and Biosensor Image Analysis,France,24 July 2025,15 Aug 2025 - 17:00 (UTC),The successful candidate will focus on programming biosensor image acquisition in microscopy and automating the analysis of spatiotemporal signals in cultured neurons (synaptic and neuronal molecular dynamics) or in vivo (neuronal ensemble signaling).,CNRS,/jobs/363983,Computational_Neuroscience
Call for position: Specialist support technician: NoDYN project,Spain,24 July 2025,7 Aug 2025 - 23:59 (Europe/Madrid),"The researcher will join the project NoDYN at the Center for Brain and Cognition, Pompeu Fabra University.NoDYN is a multidisciplinary project led by Gustavo Deco, director of the Computational Neuroscience lab. In this project, we are developing a novel thermodynamics framework based on physics...",Universitat Pompeu Fabra - Department / School of Engineering,/jobs/363903,Computational_Neuroscience
"Recruitment of Postdoctoral Researcher at Environmental Geochemical Cycle Research Group, Earth Surface System Research Center (ESS), Research Institute for Global Change (RIGC) (AGP25-017)",Japan,24 July 2025,11 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project We are soliciting applications for a Postdoctoral Researcher focusing on a research project entitled ""Refinement of key SLCF emission inventories and improvements in their...",JREC-IN Portal,/jobs/363704,Computational_Neuroscience
"Assistant professor (tenure-track)(Medical assistive technology, Well-being Engineering, Biomedical engineering, Biomechanics, Medical systems, Rehabilitation science, Intelligent system, Human interface)",Japan,24 July 2025,30 Sep 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project One assistant professor (tenure-track) [Work content and job description] Undergraduate: Experiments in mechanical science, Trainings in mechanical science, English for...",JREC-IN Portal,/jobs/363709,Computational_Neuroscience
"Announcement of Tenure-Track Female Faculty Position Opening  at Nara Institute of Science and Technology, Japan,  based on The President’s Vision Initiative",Japan,24 July 2025,30 Sep 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Nara Institute of Science and Technology (NAIST) invites applications for one tenure-track female faculty position (Associate Professor) based on the initiative of President...,JREC-IN Portal,/jobs/363720,Computational_Neuroscience
Tier 2 Canada Research Chair in Mathematical and Computational Modelling in Cell Biology and Physiology,Canada,24 July 2025,15 Sep 2025 - 22:00 (UTC),"At UBC, we believe that attracting and sustaining a diverse workforce is key to the successful pursuit of excellence in research, innovation, and learning for all faculty, staff and students. Our commitment to employment equity helps achieve inclusion and fairness, brings rich diversity to UBC as a...",The University of British Columbia,/jobs/363867,Computational_Neuroscience
PhD Candidate - Neuroscience and Artificial Intelligence,Italy,23 July 2025,26 Aug 2025 - 23:59 (Europe/Rome),"In recent years, the interplay between artificial intelligence (AI) and neuroscience has grown increasingly dynamic, with each field offering valuable insights to the other. While the historical relationship has been largely unidirectional — AI drawing inspiration from the brain’s structure and...",Fondazione Bruno Kessler,/jobs/363587,Computational_Neuroscience
"Marie Skłodowska-Curie Actions Post-doctoral Fellowship (PF) on AI for applications on sustainable industry, manufacturing and advanced materials",Italy,23 July 2025,10 September 2025,"Marie Skłodowska-Curie Postdoctoral Fellowships 2025 - AI for applications on sustainable industry, manufacturing and advanced materials at the National Research Council (CNR) Bologna, Italy Are you thinking about spending one or two years as a postdoc in a very active research environment? Are...",Consiglio Nazionale delle Ricerche,/jobs/hosting/marie-sklodowska-curie-actions-post-doctoral-fellowship-pf-ai-applications-sustainable,Computational_Neuroscience
Emotional Assessment and Adaptation of Voice-Based LLMs in Assistive Robotics for Elderly Care and Ethical Challenges (M/F),France,25 July 2025,14 Aug 2025 - 23:59 (UTC),"LISN, parc de GPU, labIA, Jean-Zay Context: As part of the ANR HUMAAINE: HUMAN-MACHINE AFFECTIVE INTERACTION & ETHICS chair at LISN-CNRS, we have been developing research on oral interaction with social robots. 5 theses have already been defended on emotion detection systems (Feng, 2025; Deschamps...",CNRS - National Center for Scientific Research,/jobs/364211,Neural_Engineering
Postdoc in optimizing photonic neural networks (M/F),France,24 July 2025,13 Aug 2025 - 23:59 (UTC),"interface an analog computing engine with an ultra-fast optical setup for controlled nonlinear dynamics. Python coding libraries, creation based on performance measurement data, implementation of the manip. ERC CoG INSPIRE",CNRS - National Center for Scientific Research,/jobs/363849,Neural_Engineering
PhD Candidate - Knowledge-Driven Natural Language Generation for Combating Online Harms,Italy,23 July 2025,22 Aug 2025 - 23:59 (Europe/Rome),"The pervasive spread of online misinformation and hate speech poses critical threats to societal well-being and democratic discourse. While neural language models (NLMs) show promise in generating counter-arguments and debunking fake news, they often suffer from limitations such as hallucination...",Fondazione Bruno Kessler,/jobs/363570,Neural_Engineering
PhD Candidate - Secure AI-Focused Programming and Regulatory Software Compliance,Italy,23 July 2025,22 Aug 2025 - 23:59 (Europe/Rome),"The global workforce is facing critical staff shortages due to aging populations and declining birth rates. This demographic shift threatens productivity, especially in fields like computer science and cybersecurity, where demand for skilled professionals is rising alongside system complexity and...",Fondazione Bruno Kessler,/jobs/363568,Neural_Engineering
Senior Researcher at the Biomaterials for neural Regeneration Research Group,Spain,23 July 2025,4 Aug 2025 - 23:59 (Europe/Madrid),"Introduction to the vacant position: The Institute for Bioengineering of Catalonia (IBEC), a cutting-edge research center based in Barcelona, is looking for a Senior Researcher to develop a project on the role of identification and application of bioactive extracellular matrix (ECM) cues to design...","Institute for bioengineering of Catalonia, IBEC",/jobs/363496,Neural_Engineering
1 (one) Research Fellowship (BI) for Master Student,Portugal,22 July 2025,5 Aug 2025 - 23:59 (Europe/Lisbon),"1 (one) Research Fellowship (BI) for Master Student 1 Research Fellowship(s) (BI) is(are) open at the FCiências.ID – Associação para a Investigação e Desenvolvimento de Ciências, for the project/R&D institution “hey, Hal, curb your hallucination! / Enhancing AI chatbots with enhanced RAG solutions”...",FCiências.ID,/jobs/363082,Neural_Engineering
HRS2025/402 Asistente de investigación/Research Assistant,Spain,22 July 2025,4 Aug 2025 - 20:00 (Europe/Madrid),Implementación de modelos de progresión del declive cognitivo en la enfermedad de Alzheimerutilizando tanto modelos paramétricos como basados en redes neuronales recurrentes.--------------------------Implementation of cognitive decline progression models in Alzheimer's disease using both parametric...,UNIVERSIDAD POLITECNICA DE MADRID,/jobs/363012,Neural_Engineering
PhD Provenance and explainability of LLMs (M/F),France,22 July 2025,11 Aug 2025 - 23:59 (UTC),"MSCA Doctoral Network ARMADA project at the Laboratoire d'Informatique de Grenoble. Remuneration may be higher depending on the MSCA's funding criteria. The LIG is a 500-member laboratory made up of academic staff, permanent researchers, PhD students and administrative and technical staff. Its...",CNRS - National Center for Scientific Research,/jobs/362933,Neural_Engineering
PhD Position on Dynamical Models Learning for 3D Cell Imaging Data,Netherlands,22 July 2025,31 Aug 2025 - 21:59 (UTC),"Have you always wanted to work at the intersection of computer vision, machine learning and biomedical imaging? If the answer is yes, please continue reading!Join our team!Live-cell 3D microscopy is revealing biology at a breathtaking spatio-temporal scale, but today’s object trackers still struggle...",University of Amsterdam (UvA) via AcademicTransfer,/jobs/362856,Neural_Engineering
Research Assistant in the Division of Engineering - Dr. Farah Shamout,United Arab Emirates,22 July 2025,20 Aug 2025 - 00:00 (UTC),"Description The Clinical Artificial Intelligence Lab at NYU Abu Dhabi seeks to improve patient care by developing new machine learning methodologies that tackle unique computational problems in healthcare applications. We use large real-world complex datasets, including data extracted from...",Times Higher Education,/jobs/362897,Neural_Engineering
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,28 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-4,Computational_Neuroscience
MSCA-PF: Joint application at the University of Granada. Department of Software Engineering.,Spain,23 April 2025,10 September 2025,"Professor Juan Ruiz de Miras , from the Department of Software Engineering at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants must comply with...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-software-engineering-1,Computational_Neuroscience
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,23 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-3,Computational_Neuroscience
MSCA-PF: Joint application at the University of Granada. Department of Experimental Psychology.,Spain,23 April 2025,10 September 2025,"Professor Juan Lupiáñez Castillo, from the Department of Experimental Psychology at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants must comply...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-experimental-psychology-7,Computational_Neuroscience
MSCA-PF: Joint application at the University of Granada. Department of Electromagnetism and Physics of the Matter.,Spain,21 April 2025,10 September 2025,"Professor Joaquín J. Torres, from the Department of Electromagnetism and Physics of the Matter at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-electromagnetism-and-physics-0,Computational_Neuroscience
Improving Computer Vision Models through Neural Signal Integration and Causal Inference (VINCI),France,18 April 2025,31 Aug 2025 - 23:00 (Europe/Paris),"Thesis supervisor : Adrien MERLINIThesis co-supervisors : Mai Quyen PHAM, Giulia LIOI, Javen SHI & Zhen ZHANGThesis co-supervised with The University of Adelaide, Australia Scientific Context:Artificial Intelligence (AI) has achieved remarkable progress in tasks traditionally requiring human...",IMT Atlantique,/jobs/337380,Computational_Neuroscience
"Intelligent Information Media Lab, Postdoctral Fellow",Japan,17 April 2025,31 Mar 2026 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Research overview Our research themes conver a wide range of basic technologies and applications for intelligent information-media systems that support people in daily life...,JREC-IN Portal,/jobs/336691,Computational_Neuroscience
"Project Research Associate (Full-time Fixed-term Project Staff) (Chao Laboratory) at IRCN, The University of Tokyo",Japan,17 April 2025,30 Sep 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project The IRCN (International Research Center for Neurointelligence) was established on October 10, 2017 with a 10-year mission: to create a new discipline at the interface of...",JREC-IN Portal,/jobs/336708,Computational_Neuroscience
Post-Doctoral Research Visit F/M Postdoctoral Position - Neural correlates of social interaction and its impact on performance in middle childhood,France,16 April 2025,30 Sep 2025 - 00:00 (UTC),"Social interaction among children is crucial for the proper development of social and cognitive skills, as well as for proper brain development. However, the topic of how children acquire the ability to form social bonds with their peers remains understudied and therefore poorly understood. One...",inria,/jobs/336235,Computational_Neuroscience
R&D Specialist in Molecular and Functional Neurobiology,Luxembourg,15 April 2025,14 Apr 2026 - 09:47 (UTC),About the LCSB The University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character. The Luxembourg Centre for Systems Biomedicine (LCSB) is an interdisciplinary research centre of the University of Luxembourg. We conduct fundamental and...,University of Luxembourg,/jobs/335826,Computational_Neuroscience
Call for 1 (one) Research Fellowship (BI),Portugal,21 July 2025,4 Aug 2025 - 23:59 (Europe/Lisbon),"INEGI-Instituto de Ciência e Inovação em Engenharia Mecânica e Engenharia Industrial announces an open call for a PhD student in the scope of the project TRAINEE-auTonomous Real-time Acoustic ImagiNg of thE ocean 2024.07606.IACDC, with the financial support of FCT/MCTES through national funds of d...",Instituto de Ciência e Inovação em Engenharia Mecânica e Engenharia Industrial,/jobs/362833,Neural_Engineering
Assistant (education),Poland,21 July 2025,25 Aug 2025 - 23:59 (Europe/Warsaw),Assistant (education) at Faculty of Electronics/Military University of Technology,Military University of Technology - Wojskowa Akademia Techniczna,/jobs/362769,Neural_Engineering
Novel XAI strategies for weather forecasting (M/F),France,20 July 2025,9 Aug 2025 - 23:59 (UTC),"This thesis will be carried out at the Institute of Mathematics of Toulouse (IMT, UMR CNRS 5219), at the University of Toulouse and at the European Center for Research and Advanced Training in Scientific Computing (CERFACS), in collaboration with the French National Center for Meteorological...",CNRS - National Center for Scientific Research,/jobs/362674,Neural_Engineering
Postdoctoral researcher in polar climate modeling (M/F),France,19 July 2025,8 Aug 2025 - 23:59 (UTC),The general mission is to explore Antarctic projections using a coupled atmosphere-ice-sheet and/or ocean-ice-sheet model using neural networks at the interface between the components. The successful candidate will contribute to the ANR-AIAI project (https://anr-aiai.github.io). • Implement and...,CNRS - National Center for Scientific Research,/jobs/362608,Neural_Engineering
PhD student (M/F) Advanced diagnosis and prognosis of storage elements in AC/DC distribution networks: hybrid approaches for the reliable integration of energy storage systems,France,19 July 2025,8 Aug 2025 - 23:59 (UTC),"The main objective of the DC-Architect project, included in the PEPR TASE of the France 2030 plan, is to design distribution networks capable of transporting energy in the form of direct current, at medium voltage. These networks are located between local micro-grids (often isolated or resilient)...",CNRS - National Center for Scientific Research,/jobs/362623,Neural_Engineering
Graph Neural Networks for Ice Sheet Modeling and Sea Level Rise Projections,Belgium,18 July 2025,15 Aug 2025 - 23:59 (UTC),"Are you excited about using cutting-edge AI to tackle one of the most pressing challenges of our time: sea level rise? Do you want to work at the intersection of deep learning, climate science, and computational modeling? We invite applications for a fully funded PhD position at KU Leuven to develop...",KU Leuven,/jobs/362211,Neural_Engineering
Professor in a group of research and teaching staff,Poland,17 July 2025,29 Aug 2025 - 23:59 (Europe/Warsaw),"vacancy for professor in Department of Process Control, Faculty of Mechanical Engineering and Robotics, AGH University of Krakow, discipline: Mechanical Engineering.",AGH University of Krakow,/jobs/362035,Neural_Engineering
Assistant (teaching assistant),Poland,17 July 2025,25 Aug 2025 - 23:59 (Europe/Warsaw),"A person employed as an assistant in the Department of Avionics of the Faculty of Mechatronics, Armaments and Aerospace of the Military University of Technology will be responsible for the implementation of tasks related to: educating students, conducting teaching classes and organizational...",Military University of Technology - Wojskowa Akademia Techniczna,/jobs/361963,Neural_Engineering
Assistant (teaching assistant),Poland,17 July 2025,25 Aug 2025 - 23:59 (Europe/Warsaw),"A person employed as an assistant in the Department of Avionics of the Faculty of Mechatronics, Armaments and Aerospace of the Military University of Technology will be responsible for the implementation of tasks related to: educating students, conducting teaching classes and organizational...",Military University of Technology - Wojskowa Akademia Techniczna,/jobs/361960,Neural_Engineering
Post-Doctoral Associate in the Division of Science (Mathematics) - Dr. Marwa Banna,United Arab Emirates,17 July 2025,15 Aug 2025 - 00:00 (UTC),"Description The Division of Science at New York University Abu Dhabi, seeks to recruit a postdoctoral associate to work with Marwa Banna on one or more of the following topics: Random matrix theory Free probability theory High-dimensional probability, concentration and functional inequalities...",Times Higher Education,/jobs/361828,Neural_Engineering
