title,location,posted_on,deadline,details,institute,link,keyword
Postdoctoral fellow - Department of Experimental Psychology,Belgium,24 June 2025,1 Jan 2026 - 22:59 (UTC),"Last application date Jan 01, 2026 00:00Department PP02 - Department of Experimental PsychologyContract Limited durationDegree PhDOccupancy rate 100%Vacancy type Research staffJob descriptionABOUT GHENT UNIVERSITYGhent University is a world of its own. Employing more than 15.000 people, it is...",Academic Positions,/jobs/354859,Cognitive_Neuroscience
Thesis  (M/F) - CATAMENIAPERF - Menstrual cycle and high-level sport - Biological and sociological approaches.,France,24 June 2025,22 Aug 2025 - 00:00 (UTC),"The PhD student will be supervised by Claude Gronfier, chronobiologist and neurobiologist, in charge of research at INSERM's Centre de Recherche en Neurosciences de Lyon (CNRL, INSERM U 1028, CNRS UMR 5292) and Olivier Le Noé, sociologist, professor at Paris-Nanterre University, director of the...",CNRS - National Center for Scientific Research,/jobs/354830,Cognitive_Neuroscience
Postdoctoral Researcher on Computational Modelling of Emotional Memory Binding,Netherlands,24 June 2025,20 Aug 2025 - 21:59 (UTC),"How do memories work together to create the stories of our lives? While we know a lot about the processing of single (emotional) events on the one hand, and autobiographical memory on the other, connecting these two fields is a challenge. This project is part of an NWO-funded (Vidi) project that...",University of Amsterdam (UvA) via AcademicTransfer,/jobs/354717,Cognitive_Neuroscience
Postdoctoral Fellowship (2 years) in research project on biomarkers for cognitive aging,Sweden,21 June 2025,15 Aug 2025 - 21:59 (UTC),"Postdoctoral Fellowship (2 years) in research project on biomarkers for cognitive agingDepartment Information The Department of Psychology at Umeå University offers a postdoctoral fellowship within the project ""Longitudinal Profiling of the Aging Plasma Proteome to Identify Risk Profiles for...",Umeå Stipendier,/jobs/354451,Cognitive_Neuroscience
Pstdoctoral fellow within molecular Neuroanatomy,Sweden,20 June 2025,5 Sep 2025 - 21:59 (UTC),Description of the research groupThe Molecular Neuroanatomy research group at the Department of Experimental Medical Sciences within the Faculty of Medicine conducts research in molecular and functional neuroanatomy with a focus on increasing the spatial precision of treatment methods such as deep...,Lund University via MyNetwork,/jobs/354108,Cognitive_Neuroscience
PhD student Neuro-immunology,Belgium,12 June 2025,19 Aug 2025 - 23:59 (Europe/Brussels),"Your functionYou will prepare a PhD in the context of MS, an inflammatory disorder of the central nervous system in which autoreactive T cells cause damage to myelin and neurons, leading to symptoms such as paralysis, vision loss, and cognitive impairments.Regulatory T cells (Tregs) play a crucial...",Hasselt University,/jobs/352106,Cognitive_Neuroscience
One Postdoctoral position on multimodal and generative AI models for scene understanding,Italy,12 June 2025,31 Oct 2025 - 00:00 (UTC),"Commitment & contract: collaboration contract, 12 months (renewable) Location: Genova, via Enrico Melen 83 Step into a world of endless possibilities, together let’s leave something for the future! At IIT, we are committed to advancing human-centered Science and Technology to address the most urgent...",ISTITUTO ITALIANO DI TECNOLOGIA,/jobs/351937,Cognitive_Neuroscience
Two-Year Postdoc Position on the Role of Temporal Integration in Visual Attention Using Human Intracerebral Recordings,France,11 June 2025,31 Aug 2025 - 23:59 (Europe/Paris),"We are seeking a talented postdoctoral fellow to join the Clinical Research in Neuroscience lab at Université de Lorraine, Nancy, France. The project focuses on the role of temporal integration in visual attention and its functional architecture in the human brain.Our lab specializes in exploring...",Universite de Lorraine,/jobs/351721,Cognitive_Neuroscience
Research professor in Experimental Cognitive Psychology (BOFZAP),Belgium,6 June 2025,2 Sep 2025 - 23:59 (UTC),Research professor in Experimental Cognitive Psychology (BOFZAP),KU Leuven,/jobs/350065,Cognitive_Neuroscience
Research Assistant Professor in Neuroimage and Artificial Intelligence in Medicine,Hong Kong,24 May 2025,22 Oct 2025 - 00:00 (UTC),"DEPARTMENT OF HEALTH TECHNOLOGY AND INFORMATICS Research Assistant Professor in Neuroimage and Artificial Intelligence in Medicine (Ref. 250522006) With over 85 years of rich heritage, The Hong Kong Polytechnic University (PolyU) has evolved alongside society and made pivotal contributions to the...",Times Higher Education,/jobs/346924,Computational_Neuroscience
Doctoral scholarship holder with a project focused on biomarker discovery in neurological disorders,Belgium,17 May 2025,13 Aug 2025 - 21:59 (UTC),"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, conduct pioneering scientific research and play an important service-providing role in society. We are...",University of Antwerp,/jobs/344974,Computational_Neuroscience
Recruitment Guidelines for Associate Professor Position at Tokyo Metropolitan University Mathematical and Computational Biology,Japan,16 May 2025,15 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Department of Biological Sciences, Faculty of Science Department of Biological Sciences, Graduate School of Science Tokyo Metropolitan University [Work content and job...",JREC-IN Portal,/jobs/344229,Computational_Neuroscience
16 PhD Fellowships in Neuroscience,Denmark,2 May 2025,11 Aug 2025 - 16:00 (Europe/Copenhagen),"Neuroscience Academy Denmark (NAD) offers 16 fully funded PhD fellowships to exceptional and highly motivated candidates pursuing a career in neuroscience. NAD is a collaborative national initiative that brings together the neuroscience research environments of Aalborg University, Aarhus University...",Neuroscience Academy Denmark,/jobs/340656,Computational_Neuroscience
MSCA-PF: Joint application at the University of Granada. Department of Developmental and Educational Psychology.,Spain,2 May 2025,10 September 2025,"Professor Nuria Calet Ruiz, from the Department of Developmental and Educational Psychology at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-developmental-and-0,Computational_Neuroscience
MSCA-PF: Joint application at the University of Granada. Department of Physical Education and Sports.,Spain,2 May 2025,10 September 2025,"Professor Irene Esteban Cornejo, from the Department of Physical Education and Sports at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants must...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-physical-education-and-sports,Computational_Neuroscience
Seeking Deputy Director (K24113)(HPC- and AI-driven Drug Development Platform Division),Japan,1 May 2025,11 Apr 2026 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project The RIKEN Center for Computational Science (R-CCS), led by Center Director Satoshi Matsuoka, is an international hub for computational science that promotes “science of...",JREC-IN Portal,/jobs/340201,Computational_Neuroscience
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,28 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-4,Computational_Neuroscience
MSCA-PF: Joint application at the University of Granada. Department of Software Engineering.,Spain,23 April 2025,10 September 2025,"Professor Juan Ruiz de Miras , from the Department of Software Engineering at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants must comply with...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-software-engineering-1,Computational_Neuroscience
"MSCA-PF: Joint application at the University of Granada. Department of Signal Theory, Telematics and Communications.",Spain,23 April 2025,10 September 2025,"Professor J osé Andrés González López , from the Department of Signal Theory, Telematics and Communications at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-signal-theory-telematics-and-3,Computational_Neuroscience
Head of cabinet (F/M),France,10 July 2025,31 Aug 2025 - 00:00 (Europe/Paris),"The Paris Brain Institute (ICM) is a private foundation recognized as a public utility, dedicated to fundamental and clinical research on the nervous system. On a single site, 900 researchers, engineers and doctors cover the full range of neurological disciplines, with the aim of accelerating...",Institut du Cerveau et de la Moelle épinière,/jobs/360241,Decision_Neuroscience
"Call for Applications: Tenure-Track Assistant Professor of Cancer Research Institute, Kanazawa University",Japan,10 July 2025,14 Oct 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Cancer Research Institute, Kanazawa University invites applications for a full-time faculty position (the Division of Genome Biology, (Chief: Dr. Hideko Isozaki), Cancer...",JREC-IN Portal,/jobs/359893,Decision_Neuroscience
Lecturer in Deep Learning applied to biosignal processing and neuroergonomics,France,9 July 2025,18 Aug 2025 - 00:00 (UTC),"Come and join IMT Mines Alès, a prestigious engineering school that ranks among the best in France and worldwide, based in Alès, a town on a human scale, the capital of the Cévennes, where the quality of life is highly appreciated by its inhabitants.You will join CERIS and be attached to the EuroMov...",IMT Mines Ales,/jobs/359778,Decision_Neuroscience
Postdoc for studying memory circuits,United Kingdom,9 July 2025,10 Aug 2025 - 23:59 (Europe/London),"We are recruiting a neuroscience postdoc!https://www.jobs.cam.ac.uk/job/51882/TheTamura Lab for Circuit Physiology of Cognition is based in the University of Cambridge, UK.We are looking for an ambitious and creative neurophysiologist to join our brand-new project funded by Medical Research Council...",University of Cambridge,/jobs/359628,Decision_Neuroscience
Position for Tenure-Track Associate Professor or Tenure-Track Assistant Professor in Institute for Frontier Science Initiative【Faculty Position for Female】,Japan,27 June 2025,16 Sep 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project The Kanazawa University Institute for Frontier Science Initiative invites applications for a full-time Tenure-Track Associate Professor or Tenure-Track Assistant Professor...,JREC-IN Portal,/jobs/356010,Decision_Neuroscience
"[Female only] Seeking a Chief Scientist (Principal investigator, Indefinite-term) (25-576) (Pioneering Research Institute)",Japan,27 June 2025,16 Sep 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Research Field and Overview RIKEN's research is based on comprehensiveness and interdisciplinarity, and with free thinking as its basic philosophy, RIKEN promotes research...",JREC-IN Portal,/jobs/356059,Decision_Neuroscience
"PhD Candidate for Computational Approaches for Studying Animal Behavior, Personality, and Emotions",Israel,26 June 2025,8 Oct 2026 - 13:02 (Asia/Jerusalem),"About our Campus: Rehovot Campus (Rehovot) and Mt. Scopus Campus (Jerusalem). The position will be based across two campuses: The Robert H. Smith Faculty of Agriculture, Food and Environment on The Hebrew University’s beautiful Rehovot Campus. Rehovot is centrally located, only a 30 minutes’ drive...",Hebrew University of Jerusalem,/jobs/355801,Decision_Neuroscience
Post-Doctoral Fellow in Embryonic Development of the Spinal Cord and Peripheral Nervous System,Israel,26 June 2025,26 Oct 2026 - 12:32 (Asia/Jerusalem),"About our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It also is also home to other...",Hebrew University of Jerusalem,/jobs/355779,Decision_Neuroscience
PhD position in neuroimmunology,Belgium,25 June 2025,20 Aug 2025 - 21:59 (UTC),"Let’s shape the future – University of AntwerpThe Gut-Immune-Brain Axis Lab (Prof. Seppe De Schepper, VIB-UAntwerp) and the Brain and Systems Immunology Lab (Prof. Kiavash Movahedi, VUB) have a vacancy for a full-time (100%) co-joint doctoral project to study tissue-resident macrophages in...",University of Antwerp,/jobs/355160,Decision_Neuroscience
Postdoctoral Fellowship (2 years) in research project on biomarkers for cognitive aging,Sweden,21 June 2025,15 Aug 2025 - 21:59 (UTC),"Postdoctoral Fellowship (2 years) in research project on biomarkers for cognitive agingDepartment Information The Department of Psychology at Umeå University offers a postdoctoral fellowship within the project ""Longitudinal Profiling of the Aging Plasma Proteome to Identify Risk Profiles for...",Umeå Stipendier,/jobs/354451,Decision_Neuroscience
Lecturer in Statistics,United Kingdom,25 July 2025,30 Sep 2025 - 00:00 (UTC),"About Us The Department of Mathematics at King’s College London is one of five departments within the Faculty of Natural, Mathematical & Engineering Sciences. King’s College London is one of the world’s leading universities, currently ranked 31st globally in the QS World University Rankings. Founded...",Times Higher Education,/jobs/364194,Time-series_analysis
Post-Doctoral Fellowship in Remote Phenology and Climate Change in Brazil,Brazil,24 July 2025,15 Aug 2025 - 23:59 (America/Sao_Paulo),"We are looking for a highly motivated researcher, with a history of research in the areas of Ecology, Phenology and Remote Sensing (land surface and near-surface phenology) and the ability to work collaboratively. This is a postdoc position to work at the São Paulo State University's Institute of...",Universidade Estadual Paulista (UNESP),/jobs/363889,Time-series_analysis
Post-Doctoral Fellowship in Remote Phenology and Climate Change,Brazil,23 July 2025,15 Aug 2025 - 23:59 (UTC),"We are looking for a highly motivated researcher, with research history in Ecology, Phenology and Remote Sensing (land surface and near-surface phenology) and ability to work collaboratively. Candidates must present a doctorate in Ecology or related areas (e.g. Remote Sensing, Plant Biology...","FAPESP, SAO PAULO RESEARCH FOUNDATION",/jobs/363285,Time-series_analysis
Assistant Researcher in Operations and Data Science | 2023.15056.TENURE.067,Portugal,22 July 2025,14 Aug 2025 - 17:00 (Europe/Lisbon),"FrameworkThe Rector of the Universidade Católica Portuguesa, Prof. Dr. Isabel Capeloa Gil, hereby announces the opening of an international call for applications for one vacancy of doctoral researcher auxiliar, with an exclusivity clause, to perform duties of scientific research, in the scientific...",Universidade Católica Portuguesa - CATÓLICA-LISBON,/jobs/363113,Time-series_analysis
Postdoc Multiscale Sensing and AI for Tailings Storage Facility Monitoring,Netherlands,20 July 2025,27 Aug 2025 - 21:59 (UTC),Job descriptionLooking for an impactful Postdoc opportunity in sustainable development?The global transition toward a low-carbon economy has triggered a sharp increase in the demand for critical minerals. This surge places mounting pressure on the mining sector to not only scale up production but to...,Delft University of Technology via AcademicTransfer,/jobs/362664,Time-series_analysis
"Health Data Science, Medical Statistics: Fully Funded Studentship in Population and Health Data Science",United Kingdom,16 July 2025,11 Aug 2025 - 23:59 (Europe/London),"The Child and adolescent Health Impacts of Learning Indoor environments under net zero (CHILI) Hub is a program funded by the MRC and NIHR, the goal of which is to understand the health effects we can expect to see as the UK transitions to net-zero. It is a collaboration between University College...",Swansea University,/jobs/361692,Time-series_analysis
Improving Dry Ozone Deposition Parameterizations for Atmospheric Models,Israel,11 July 2025,20 Aug 2025 - 00:00 (Europe/Athens),"Tropospheric ozone is a major air pollutant that harms human health, damages natural and agricultural vegetation, significantly influences climate, and plays a key role in the removal of other air pollutants from the atmosphere. Dry deposition, particularly to vegetation, accounts for a substantial...",The Hebrew Univesity,/jobs/360534,Time-series_analysis
PhD position: Real-Time Anomaly Detection in Electromagnetic Environments Using AI (MSCA PATTERN DC13),Belgium,11 July 2025,15 Aug 2025 - 23:59 (UTC),Research novel AI techniques for the real-time detection of abnormal behavior in electromagnetic environments,KU Leuven,/jobs/360351,Time-series_analysis
Project assistant without doctorate / PhD Position (m/f/d) in data aggregation and optimization for net-zero power systems,Austria,11 July 2025,17 Aug 2025 - 23:00 (UTC),Your ResponsibilitiesWe would be delighted if you became part of our team at the Institute for Electricity Economics and Energy Innovation. Come and work with us as you pursue your PhD in modeling of energy systems on the path towards a sustainable future. The position is initially limited to 6...,Technische Universität Graz (TU Graz) / Graz University of Technology,/jobs/360357,Time-series_analysis
Pulsar and fast transient studies in radio domain,France,11 July 2025,10 Aug 2025 - 17:00 (Europe/Paris),"Pulsars are highly magnetized, rapidly rotating neutron stars. Thanks to the extreme stability of pulsar rotation, pulsars are considered “cosmic clocks” with a wide range of astrophysical applications. One notable example is the measurement with high evidence for Gravitational Waves via the Pulsar...",LPC2E/CNRS,/jobs/360318,Time-series_analysis
"Notice of Competition for the admission to PhD programmes A.Y. 2025/2026 - Cycle 41, University of Cagliari",Italy,1 August 2025,15 Sep 2025 - 12:00 (Europe/Rome),"For the academic year 2025/2026 (Cycle 41) the University of Cagliari (UniCa) announces public competitions for 151 PhD positions, 111 of which are ordinary and supported by a scholarship, 18 are without a scholarship; 22 positions are reserved, 18 of them, with scholarship, are reserved for foreign...",Università degli Studi di Cagliari,/jobs/366141,Computational_Neuroscience
2 PhD position available on semi-naturalistic behavioral phenotyping and housing projects to increase translation,Netherlands,1 August 2025,15 Aug 2025 - 11:59 (Europe/Amsterdam),"Traditional laboratory housing and testing conditions are minimalistic and unlike natural environments, which can limit behavioral variability and reduce the relevance of brain data. These projects aim to improve translatability by creating a semi-naturalistic, enclosed habitat for rodents that...",Aarhus University,/jobs/366067,Computational_Neuroscience
M/F The dynamics of newborn neuron incorporation into the zebrafish optic roof,France,1 August 2025,21 Aug 2025 - 23:59 (UTC),"The main aim of the project is to investigate the principles underlying the incorporation and migration of newborn neurons into mature neuronal circuits in the optic tectum of zebrafish. To that end, the student will perform two-photon imaging and data analysis using matlab. - Conduct calcium...",CNRS - National Center for Scientific Research,/jobs/366003,Computational_Neuroscience
W2 professorship for Multimodal Sensor and Analytics Systems in Dementia Research 1454/2025/8,Germany,1 August 2025,11 Sep 2025 - 21:59 (UTC),"Area of research:Scientific / postdoctoral postsStarting date:2025-07-30T22:00ZJob description:The Rostock University Medical Center offers, jointly with the Deutsches Zentrum für Neurodegenerative Erkrankungen e.V. (DZNE) a W2 professorship for Multimodal Sensor and Analytics Systems in Dementia...",Helmholtz Association of German Research Centres,/jobs/365971,Computational_Neuroscience
Research Associate in Computational Modelling of Neuronal Dynamics,United Kingdom,1 August 2025,11 Aug 2025 - 00:00 (UTC),"About us The School of Neuroscience is UK’s 2nd largest Neuroscience school with over 500 researchers and 200 PhD students. It is one of three schools at the Institute of Psychiatry, Psychology & Neuroscience. CDN is one of four departments in the School of Neuroscience at the Institute of...",Times Higher Education,/jobs/365991,Computational_Neuroscience
Postdoctoral Research Fellows in Computational Linguistics,Australia,1 August 2025,20 Aug 2025 - 00:00 (UTC),1 x Part-Time (28 hours per week) Position for 2 years with an emphasis on data modelling and corpus-based investigations* 1 x Part-Time (28 hours per week) Position for 1 year with an emphasis on international online and lab-based data collection + large dataset management Both positions will be...,Times Higher Education,/jobs/365994,Computational_Neuroscience
Assistant Prof./Associate Prof./Professors/Chair Prof. - Global Scholar Recruitment Campaign,Hong Kong,31 July 2025,29 Aug 2025 - 00:00 (UTC),"Global Scholar Recruitment Campaign City University of Hong Kong (CityUHK) is one of the world’s leading universities, known for innovation, creativity and research. We are now seeking exceptional scholars to join us as Assistant Professors/Associate Professors/Professors/Chair Professors (on...",Times Higher Education,/jobs/365648,Computational_Neuroscience
Teaching Fellow in Bioinformatics,United Kingdom,31 July 2025,29 Aug 2025 - 00:00 (UTC),"About Us The Faculty of Life Sciences & Medicine brings together disciplinary strengths in biomedical sciences, clinical research and public health to improve human health. Our faculty encompasses world-class departments (from neuroscience and structural molecular biology to infectious diseases and...",Times Higher Education,/jobs/365653,Computational_Neuroscience
PhD Position in Auditory Cognitive and Computational Neuroscience,Netherlands,31 July 2025,17 Aug 2025 - 21:59 (UTC),Join a cutting-edge project investigating how the brain and body dynamically engage with sound in real-world listening situations.Job DescriptionWe are looking for a motivated PhD candidate to join an interdisciplinary project investigating how the human brain and body adaptively engage with sound...,Maastricht University via AcademicTransfer,/jobs/365611,Computational_Neuroscience
Research Fellowship (CIPSI-ID-ICDT-16461-01),Portugal,30 July 2025,31 Aug 2025 - 23:59 (Europe/Lisbon),"ANNOUNCEMENT FOR THE AWARD OF A RESEARCH FELLOWSHIP Title: Research Fellowship - 1 positionReference: CIPSI-ID-ICDT-16461-01 A call for applications is now open for the attribution of 1 (one) Research Fellowship within the scope of the project ""PEERWISE: Peer Feedback Susceptibility in Adolescent...",Centro de Investigação em Psicologia (CIPsi),/jobs/365543,Computational_Neuroscience
PRINCIPAL RESEARCHER FOR THE i3S ASSOCIATED LABORATORY,Portugal,28 July 2025,1 Sep 2025 - 23:59 (Europe/Lisbon),"A call for applications is open for a principal investigator at i3S, to perform functions in line with the strategic objectives of the Institute for Health Research and Innovation - i3S-LA Associated Laboratory, namely in the Neurobiology and Neurologic Disorders Program and specifically in...",Instituto de Investigação e Inovação em Saúde da Universidade do Porto (i3S),/jobs/364801,Decision_Neuroscience
Research Fellowship (CIPSI-BI-FB-277LC-03),Portugal,28 July 2025,31 Aug 2025 - 23:59 (Europe/Lisbon),"ANNOUNCEMENT FOR THE AWARD OF A RESEARCH FELLOWSHIP Title: Research Fellowship - 1 positionCIPSI-BI-FB-277LC-03 A call for applications is now open for the attribution of 1 (one) Research Fellowship within the scope of the project ""Anger in the mind and body: from unconscious cognitive mechanisms to...",Centro de Investigação em Psicologia (CIPsi),/jobs/364775,Decision_Neuroscience
Assistant Professor (tenure-track),Canada,24 July 2025,15 Sep 2025 - 22:00 (UTC),"At UBC, we believe that attracting and sustaining a diverse workforce is key to the successful pursuit of excellence in research, innovation, and learning for all faculty, staff and students. Our commitment to employment equity helps achieve inclusion and fairness, brings rich diversity to UBC as a...",The University of British Columbia,/jobs/363870,Decision_Neuroscience
Tier 2 Canada Research Chair in Mathematical and Computational Modelling in Cell Biology and Physiology,Canada,24 July 2025,15 Sep 2025 - 22:00 (UTC),"At UBC, we believe that attracting and sustaining a diverse workforce is key to the successful pursuit of excellence in research, innovation, and learning for all faculty, staff and students. Our commitment to employment equity helps achieve inclusion and fairness, brings rich diversity to UBC as a...",The University of British Columbia,/jobs/363867,Decision_Neuroscience
An Associate Professor or Assistant Professor position in the research field of Data Science,Japan,24 July 2025,15 Oct 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project The Faculty of Pharmacy at Kanazawa University strives to enhance education and research in pharmacy. To strengthen the research organization promoting the research project...,JREC-IN Portal,/jobs/363742,Decision_Neuroscience
PhD Candidate - Neuroscience and Artificial Intelligence,Italy,23 July 2025,26 Aug 2025 - 23:59 (Europe/Rome),"In recent years, the interplay between artificial intelligence (AI) and neuroscience has grown increasingly dynamic, with each field offering valuable insights to the other. While the historical relationship has been largely unidirectional — AI drawing inspiration from the brain’s structure and...",Fondazione Bruno Kessler,/jobs/363587,Decision_Neuroscience
Associate Professor/Assistant Professor in Brain Cognition and AI,Macao,15 July 2025,12 Sep 2025 - 00:00 (UTC),The University of Macau (UM) is an internationalized research-oriented comprehensive public university in the Macao Special Administrative Region (MSAR) located at the west bank of the Guangdong-Hong Kong-Macao Greater Bay Area (GBA). The GBA is rapidly developing into one of the leading technology...,Times Higher Education,/jobs/361011,Decision_Neuroscience
2 Master Research Fellowships,Portugal,14 July 2025,14 Aug 2025 - 23:59 (Europe/Lisbon),EDITAL N.º 002/2025OPEN CALL FOR RESEARCH GRANT APPLICATION WITHIN THE TERMS LAID DOWN OF THE REGULATIONS FOR RESEARCH SCHOLARSHIPS OF THE ASSOCIATION FOR THE DEVELOPMENT OF THE ACADEMIC CENTER FOR RESEARCH AND BIOMEDICAL TRAINING OF THE ALGARVE (ADABC)TITLE: Research Fellowships - 2It is now open a...,"Associação para o Desenvolvimento do Centro Académico de Investigação e Formação Biomédica do Algarve, AD-ABC",/jobs/360890,Decision_Neuroscience
PhD student in ElectroDNA project of the Brain & Mind Electrophysiology lab,Poland,11 July 2025,21 Aug 2025 - 00:00 (Europe/Warsaw),"Three year position in an international project entitled ‘Electrophysiological Discharges of Neuronal Assemblies’ (ElectroDNA) funded in the European Lead Agency Procedure (Opus LAP grant) between Poland and Czech Republic, with a goal to decipher the code of human memories on the level of...",Gdańsk University of Technology,/jobs/360514,Decision_Neuroscience
Postdoctoral researcher in ElectroDNA project of the Brain & Mind Electrophysiology lab,Poland,10 July 2025,21 Aug 2025 - 00:00 (Europe/Warsaw),"Three year position in an international project entitled ‘Electrophysiological Discharges of Neuronal Assemblies’ (ElectroDNA) funded in the European Lead Agency Procedure (Opus LAP grant) between Poland and Czech Republic, with a goal to decipher the code of human memories on the level of...",Gdańsk University of Technology,/jobs/360270,Decision_Neuroscience
NOVA Information Management School Is Now Accepting and Supporting Applications for MSCA PF 2025,Portugal,22 May 2025,10 September 2025,The MagIC Research Centre at NOVA Information Management School is welcoming applications from talented postdoctoral researchers interested in applying for the Marie Skłodowska-Curie Postdoctoral Fellowships (Marie Curie PF) with MagIC as their host institution. Are you a postdoctoral researcher...,NOVA Information Management School (NOVA IMS),/jobs/hosting/nova-information-management-school-now-accepting-and-supporting-applications-msca-pf,Behavioral_Data_Science
"Postdoctoral fellow in psychology, with a focus on behavioral genetics",Sweden,20 May 2025,14 Aug 2025 - 22:00 (UTC),The University of Gothenburg tackles society’s challenges with diverse knowledge. 56 000 students and 6 600 employees make the university a large and inspiring place to work and study. Strong research and attractive study programmes attract researchers and students from around the world. With new...,Talentech,/jobs/345270,Behavioral_Data_Science
Research Engineer (Embedded System Development With Additive Manufacturing) - HHJ1,Singapore,17 May 2025,31 Dec 2025 - 00:00 (UTC),"As a University of Applied Learning, SIT works closely with industry in our research pursuits. Our research staff will have the opportunity to be equipped with applied research skill sets that are relevant to industry demands while working on research projects in SIT. We have an opening for a highly...",Times Higher Education,/jobs/344954,Behavioral_Data_Science
PhD Doing diversity: street-level decisions in superdiverse neighbourhoods,Netherlands,16 May 2025,31 Aug 2025 - 21:59 (UTC),"New levels of migration and mobility have changed the face of European cities, such as Bilbao. This had led to changing ‘superdiverse’ social realities, especially in ‘majority-minority’ neighbourhoods. The novelty of this emerging situation creates challenging circumstances particularly for ‘street...",Erasmus University Rotterdam via AcademicTransfer,/jobs/344272,Behavioral_Data_Science
"One position open for a professor (Tohoku University, Graduate School of Engineering, Department of Civil and Environmental Engineering, Division of Regional Systems)",Japan,16 May 2025,7 Aug 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Recruitment of a Professor in Advanced Infrastructure Systemshttps://www.civil.tohoku.ac.jp/recruit.html[Work content and job description] Specialized field: [Advanced...,JREC-IN Portal,/jobs/344200,Behavioral_Data_Science
Postdoctoral Researcher - Electrical Characterization of 3D Integrated Ferroelectric Memories,Belgium,14 May 2025,14 Aug 2025 - 23:59 (Europe/Brussels),Electrical characterization and modeling of new types of 3D integrated ferroelectric memories that are prototyped in imec’s world-renowned 300mm R&D facility.What you will doMemories are an essential building block for all electronic systems and great efforts are being made by the industry and...,IMEC,/jobs/343732,Behavioral_Data_Science
Postdoctoral Position in AI-Driven Materials Design: Pushing Battery Boundaries,Spain,8 May 2025,30 October 2025,"USP-CEU welcomes early stage postdoctoral researchers with an excellent track record, to apply to the European Commission Marie Sklodowska-Curie (MSCA-25) Postodoctoral Felloships or any other R2 reseach calls, such as: Juan de la Cierva (Spanish Plan for Scientific and Technical Research and......",CEU San Pablo University,/jobs/hosting/postdoctoral-position-ai-driven-materials-design-pushing-battery-boundaries,Behavioral_Data_Science
"MSCA Postdoctoral Fellowship 2025 at Masaryk University, Brno, Czech Republic",Czech Republic,3 May 2025,10 Sep 2025 - 23:00 (UTC),"MSCA Postdoctoral Fellowship 2025 at Masaryk University, Brno – triple chance to get funded in the Czech Republic In the Czech Republic you have triple chance for funding with only one application: MSCA Postdoctoral Fellowship ERA Fellowship for widening countries Structural Funds financing –...",jobRxiv,/jobs/340700,Behavioral_Data_Science
MSCA-PF: Joint application at the University of Granada. Department of Physical Education and Sports.,Spain,2 May 2025,10 September 2025,"Professor Irene Esteban Cornejo, from the Department of Physical Education and Sports at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants must...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-physical-education-and-sports,Behavioral_Data_Science
